id,dir_genre1,dir_genre2,dir_genre3,actor1_genre1,actor1_genre2,actor1_genre3,actor2_genre1,actor2_genre2,actor2_genre3
281052,18,8,1,19,19,19,19,19,19
271822,6,14,3,14,3,6,6,14,4
17599,6,16,0,6,3,16,6,16,13
37133,6,14,3,3,18,8,19,19,19
254936,19,19,19,19,19,19,19,19,19
317082,18,8,1,19,19,19,19,19,19
356911,6,18,8,19,19,19,19,19,19
222220,6,14,3,19,19,19,6,14,3
50136,6,14,9,0,3,14,3,14,12
109907,14,16,6,18,8,1,19,19,19
282059,0,16,3,6,16,15,3,14,0
36690,3,9,14,14,13,3,6,9,16
258459,1,13,11,11,6,16,19,19,19
163959,6,18,8,3,6,18,19,19,19
37946,19,19,19,6,16,14,0,11,16
31280,18,8,1,1,14,10,6,4,16
62117,3,6,4,6,18,8,19,19,19
321141,6,3,11,18,8,1,18,8,1
38382,3,14,13,3,18,8,18,8,1
179329,6,3,14,0,1,6,3,4,6
192580,6,7,18,19,19,19,19,19,19
323405,19,19,19,19,19,19,19,19,19
335538,19,19,19,6,18,8,14,6,18
43859,19,19,19,19,19,19,19,19,19
382105,7,3,9,19,19,19,19,19,19
139433,5,12,18,19,19,19,19,19,19
32490,3,18,8,3,18,8,19,19,19
267747,6,14,9,16,3,4,6,18,8
273358,0,1,15,19,19,19,19,19,19
27959,6,14,3,19,19,19,19,19,19
157638,5,9,8,19,19,19,19,19,19
53581,3,18,6,3,0,14,3,6,12
328299,3,6,18,6,16,14,19,19,19
247832,19,19,19,19,19,19,0,8,1
38670,0,6,16,15,16,11,19,19,19
195163,19,19,19,19,19,19,19,19,19
197998,6,0,4,19,19,19,13,4,6
320004,14,6,16,6,14,17,9,15,0
324686,19,19,19,19,19,19,19,19,19
67601,19,19,19,19,19,19,19,19,19
437061,5,18,8,19,19,19,19,19,19
44946,16,11,18,3,18,8,3,7,1
157593,19,19,19,19,19,19,19,19,19
64029,6,9,4,19,19,19,6,3,4
258417,6,17,10,19,19,19,4,6,18
55036,19,19,19,19,19,19,19,19,19
396881,19,19,19,19,19,19,19,19,19
33061,11,15,8,19,19,19,19,19,19
371903,6,18,8,19,19,19,19,19,19
138280,6,13,18,18,8,1,18,14,6
372480,16,0,8,19,19,19,19,19,19
208897,18,0,6,0,6,18,6,14,0
339356,19,19,19,19,19,19,19,19,19
193072,19,19,19,19,19,19,19,19,19
256120,6,8,3,3,16,4,19,19,19
106395,16,11,18,14,3,6,19,19,19
10495,19,19,19,19,19,19,19,19,19
32674,19,19,19,19,19,19,19,19,19
53385,3,12,18,19,19,19,3,18,8
373028,3,0,11,16,15,1,19,19,19
239515,14,6,18,18,8,1,19,19,19
395096,9,8,1,6,14,4,19,19,19
247954,4,6,18,0,3,9,9,4,0
5168,19,19,19,19,19,19,19,19,19
437387,19,19,19,19,19,19,19,19,19
267046,0,16,15,19,19,19,19,19,19
257138,18,8,1,19,19,19,19,19,19
16633,1,9,8,6,16,15,7,18,8
67979,19,19,19,3,9,7,16,3,11
319966,19,19,19,19,19,19,19,19,19
275244,18,8,1,8,2,7,19,19,19
40043,0,16,15,6,18,8,19,19,19
148043,0,8,1,4,6,17,19,19,19
124290,19,19,19,5,18,8,5,18,8
327612,0,6,8,0,3,1,0,9,16
27739,19,19,19,19,19,19,19,19,19
264655,15,3,18,4,3,6,0,3,9
38660,18,6,1,18,0,6,18,6,14
344112,3,16,14,17,18,8,19,19,19
341182,19,19,19,19,19,19,19,19,19
394498,19,19,19,19,19,19,19,19,19
260154,17,10,9,19,19,19,19,19,19
4838,6,18,8,6,0,16,18,8,1
64417,6,18,8,19,19,19,3,4,11
169818,1,3,6,6,0,1,6,9,16
137904,19,19,19,19,19,19,19,19,19
114745,9,3,6,6,14,16,3,6,18
292204,6,14,3,11,18,8,6,3,14
115794,6,0,8,19,19,19,18,8,1
397852,19,19,19,19,19,19,19,19,19
258755,6,17,18,19,19,19,19,19,19
85953,18,8,1,19,19,19,19,19,19
94129,6,3,9,4,6,18,16,3,6
28365,6,14,1,16,13,6,0,6,16
178585,19,19,19,6,16,14,6,4,18
305392,6,18,8,16,14,4,3,6,18
19489,3,6,14,6,0,16,3,6,14
262002,19,19,19,6,9,14,6,18,12
273553,19,19,19,19,19,19,19,19,19
77314,19,19,19,12,5,18,3,8,1
111171,19,19,19,19,19,19,3,6,18
399512,19,19,19,19,19,19,19,19,19
51039,14,6,18,3,6,18,19,19,19
13792,6,14,3,19,19,19,19,19,19
442014,19,19,19,16,6,18,19,19,19
77554,2,3,7,2,18,8,19,19,19
3168,6,18,8,6,9,14,19,19,19
115679,19,19,19,3,18,8,19,19,19
379244,2,18,8,19,19,19,19,19,19
41504,19,19,19,6,14,3,6,3,18
124602,19,19,19,19,19,19,19,19,19
314090,2,7,8,19,19,19,14,18,8
189357,19,19,19,19,19,19,19,19,19
34376,1,0,15,0,16,13,3,11,16
258612,6,18,8,19,19,19,16,14,12
92710,0,3,9,6,18,8,9,3,0
4436,19,19,19,9,6,8,3,6,18
61767,0,8,1,19,19,19,19,19,19
402477,19,19,19,6,3,4,19,19,19
147576,2,1,7,2,1,7,2,1,7
412189,19,19,19,19,19,19,19,19,19
400426,19,19,19,19,19,19,19,19,19
114,3,14,6,6,16,14,3,6,14
350873,0,16,6,3,6,18,16,13,11
249633,6,16,14,6,0,16,6,3,0
124207,3,0,4,3,0,4,19,19,19
164416,18,8,1,6,4,3,3,18,8
144696,11,0,16,0,15,11,19,19,19
144128,5,11,18,19,19,19,19,19,19
37911,6,4,0,18,17,1,6,14,3
80862,9,14,3,18,8,1,0,9,16
9276,0,16,11,11,18,8,6,16,14
23974,6,9,7,0,14,6,16,6,18
87112,19,19,19,19,19,19,18,8,1
136006,6,16,4,16,13,11,19,19,19
10485,9,14,3,3,4,18,19,19,19
214812,19,19,19,19,19,19,19,19,19
379970,19,19,19,19,19,19,0,3,8
449025,14,16,13,19,19,19,19,19,19
409957,19,19,19,19,19,19,19,19,19
345891,19,19,19,19,19,19,19,19,19
121169,2,3,7,2,3,7,2,3,7
186720,5,14,9,19,19,19,6,14,3
64744,18,8,1,14,6,18,19,19,19
69869,19,19,19,19,19,19,19,19,19
207487,19,19,19,19,19,19,19,19,19
445944,3,5,18,19,19,19,3,18,8
423395,3,12,5,19,19,19,19,19,19
325543,18,8,1,19,19,19,19,19,19
357707,19,19,19,19,19,19,19,19,19
18152,19,19,19,19,19,19,18,8,1
263944,6,17,18,6,17,3,19,19,19
445088,19,19,19,19,19,19,19,19,19
167798,19,19,19,19,19,19,19,19,19
67062,6,5,18,6,18,8,18,8,1
209524,3,0,11,19,19,19,4,16,10
73058,19,19,19,19,19,19,19,19,19
290511,18,6,4,18,6,4,18,1,14
305570,0,1,8,19,19,19,19,19,19
91932,18,8,1,19,19,19,6,18,8
142334,19,19,19,3,6,18,19,19,19
88677,3,14,4,3,12,14,15,11,18
129194,11,0,8,19,19,19,19,19,19
13614,6,17,14,6,16,18,0,13,4
87181,19,19,19,3,9,6,3,18,8
127080,6,14,3,4,18,8,18,8,1
248715,2,12,5,19,19,19,19,19,19
62103,3,13,11,16,9,6,19,19,19
410563,6,18,8,19,19,19,19,19,19
82520,3,6,10,3,18,8,16,11,18
43146,6,3,14,6,3,14,6,18,8
22682,14,1,3,3,7,18,3,8,6
39917,18,8,1,19,19,19,19,19,19
216203,19,19,19,19,19,19,19,19,19
367839,19,19,19,3,18,8,3,6,18
255251,19,19,19,19,19,19,19,19,19
183065,3,0,4,19,19,19,19,19,19
432545,19,19,19,3,7,6,19,19,19
330782,19,19,19,19,19,19,19,19,19
205812,19,19,19,19,19,19,19,19,19
301224,19,19,19,19,19,19,19,19,19
358410,19,19,19,6,8,3,19,19,19
327542,6,9,14,19,19,19,19,19,19
232713,8,3,4,19,19,19,19,19,19
274381,5,12,9,6,18,8,3,18,8
407722,18,8,1,6,11,0,19,19,19
90767,18,8,1,19,19,19,19,19,19
192748,19,19,19,19,19,19,18,8,1
108954,14,6,18,3,18,8,18,8,1
150897,5,6,9,19,19,19,19,19,19
326251,19,19,19,19,19,19,19,19,19
11183,3,14,6,3,6,14,19,19,19
9439,11,16,13,19,19,19,3,0,6
152450,6,16,3,19,19,19,19,19,19
382144,19,19,19,19,19,19,19,19,19
164596,5,2,11,19,19,19,19,19,19
261252,16,14,13,19,19,19,14,3,6
92681,0,6,8,0,15,16,19,19,19
324064,5,9,14,19,19,19,19,19,19
79740,3,5,6,3,18,8,3,18,8
287739,19,19,19,19,19,19,19,19,19
356281,6,3,12,14,13,6,3,14,6
42514,3,6,0,3,6,7,0,16,6
280871,19,19,19,19,19,19,6,7,16
82056,19,19,19,3,6,18,19,19,19
122885,18,8,1,19,19,19,19,19,19
79755,6,4,16,6,14,3,6,0,16
34781,2,3,7,2,3,6,2,3,18
244539,19,19,19,6,0,16,1,0,15
193545,3,18,12,3,0,8,19,19,19
39228,19,19,19,2,0,8,8,2,0
259517,18,8,1,6,18,8,19,19,19
257820,19,19,19,19,19,19,19,19,19
3413,3,11,18,6,17,18,18,8,1
141926,6,10,18,19,19,19,19,19,19
80307,6,9,16,6,0,16,19,19,19
170759,3,6,0,19,19,19,19,19,19
102011,8,1,15,19,19,19,19,19,19
288035,19,19,19,19,19,19,19,19,19
242573,18,1,6,18,14,6,19,19,19
297419,16,13,18,19,19,19,3,18,8
306581,4,6,18,19,19,19,19,19,19
190038,3,6,12,6,15,14,19,19,19
272822,19,19,19,19,19,19,19,19,19
217985,19,19,19,19,19,19,19,19,19
55222,18,8,1,5,0,8,5,18,8
161889,2,3,12,18,8,1,2,3,18
379026,6,3,18,3,14,18,18,8,1
267228,6,9,14,19,19,19,19,19,19
20652,19,19,19,9,14,3,6,9,16
360002,19,19,19,19,19,19,19,19,19
239203,6,18,8,19,19,19,17,18,8
120034,3,6,14,19,19,19,18,8,1
234815,6,16,10,6,3,13,18,8,1
11850,6,0,14,6,16,3,14,0,6
320054,6,18,8,19,19,19,19,19,19
399497,19,19,19,19,19,19,19,19,19
437370,19,19,19,19,19,19,19,19,19
358360,19,19,19,19,19,19,19,19,19
285853,6,4,18,19,19,19,19,19,19
264608,6,3,18,6,3,14,19,19,19
391276,14,3,6,14,3,0,0,16,6
96617,19,19,19,19,19,19,3,11,18
175924,3,6,14,6,14,3,15,6,18
435563,19,19,19,19,19,19,19,19,19
258713,6,14,4,0,16,4,19,19,19
426632,12,5,18,19,19,19,19,19,19
408811,6,3,14,6,14,0,4,14,13
191983,6,18,8,19,19,19,19,19,19
128394,14,6,18,19,19,19,3,6,18
195718,19,19,19,3,15,18,19,19,19
199391,6,3,14,6,17,1,1,9,11
347188,14,6,18,3,6,18,19,19,19
95307,19,19,19,3,18,8,19,19,19
81938,19,19,19,3,6,18,19,19,19
331150,19,19,19,19,19,19,19,19,19
24284,3,14,17,3,17,18,3,17,18
225110,19,19,19,19,19,19,3,18,8
40351,19,19,19,0,6,3,19,19,19
246860,6,9,16,6,14,17,6,0,8
112191,19,19,19,6,9,2,5,18,8
67974,0,16,4,11,18,8,19,19,19
379048,2,3,7,19,19,19,19,19,19
351879,19,19,19,19,19,19,19,19,19
297181,19,19,19,19,19,19,19,19,19
9490,3,14,12,3,12,5,3,6,18
15087,5,18,8,19,19,19,19,19,19
396266,14,10,6,6,18,8,13,4,11
71443,11,0,16,19,19,19,19,19,19
420689,3,4,11,16,6,18,19,19,19
109949,6,14,0,6,0,17,6,14,3
109827,6,3,16,6,11,3,6,16,10
147421,0,9,16,0,9,6,0,9,16
41999,5,0,14,19,19,19,19,19,19
149631,18,6,11,19,19,19,18,8,1
207782,19,19,19,19,19,19,19,19,19
88153,2,18,8,2,3,7,2,18,8
120959,14,3,0,6,14,9,16,6,0
128592,18,8,1,3,9,8,6,16,3
57233,2,3,7,2,3,18,19,19,19
131799,6,18,8,3,18,8,6,16,3
45099,3,6,4,3,6,10,3,18,8
342895,6,12,3,19,19,19,1,3,18
11227,0,1,8,3,1,2,19,19,19
229999,19,19,19,19,19,19,19,19,19
273259,19,19,19,5,7,18,19,19,19
64534,2,6,11,16,6,11,19,19,19
128288,19,19,19,19,19,19,19,19,19
437041,16,13,4,19,19,19,19,19,19
103475,6,16,9,19,19,19,19,19,19
246263,18,8,1,6,18,8,19,19,19
9838,6,0,16,6,16,15,16,6,0
178212,19,19,19,19,19,19,19,19,19
16593,19,19,19,19,19,19,19,19,19
265194,19,19,19,19,19,19,19,19,19
195507,19,19,19,16,0,1,19,19,19
234331,8,2,18,19,19,19,19,19,19
111794,19,19,19,19,19,19,19,19,19
15449,3,18,8,3,18,1,3,18,1
234007,9,6,14,19,19,19,19,19,19
434110,19,19,19,19,19,19,19,19,19
276656,19,19,19,3,18,8,19,19,19
151086,3,6,5,6,18,8,6,10,18
54514,14,6,18,3,6,9,14,3,6
156126,3,18,8,3,18,8,3,18,8
192573,18,8,1,19,19,19,19,19,19
363183,19,19,19,19,19,19,19,19,19
37606,19,19,19,19,19,19,19,19,19
401450,6,14,18,6,18,8,19,19,19
140989,19,19,19,19,19,19,19,19,19
15580,5,18,8,19,19,19,19,19,19
187123,19,19,19,6,9,16,19,19,19
194595,6,3,18,19,19,19,19,19,19
415298,19,19,19,6,3,7,19,19,19
65411,14,3,5,19,19,19,19,19,19
226045,3,18,8,19,19,19,19,19,19
97041,6,13,18,6,16,4,6,16,13
347602,3,6,18,6,14,9,6,14,18
242565,0,15,1,0,1,15,0,1,15
366610,18,8,1,3,18,8,19,19,19
361995,19,19,19,19,19,19,19,19,19
403687,19,19,19,0,8,1,19,19,19
398823,19,19,19,19,19,19,19,19,19
191910,18,3,8,3,18,8,3,18,8
125947,6,3,14,4,6,18,8,2,14
393607,19,19,19,19,19,19,19,19,19
73602,2,5,18,19,19,19,19,19,19
285597,19,19,19,19,19,19,19,19,19
53000,19,19,19,19,19,19,19,19,19
607,3,7,8,6,16,4,3,0,16
319140,2,3,0,19,19,19,19,19,19
342230,5,2,11,19,19,19,19,19,19
320994,6,18,8,19,19,19,19,19,19
121382,0,3,11,11,15,3,18,4,6
267557,16,6,18,3,18,8,3,18,8
187369,0,9,1,0,6,9,19,19,19
269560,6,18,8,19,19,19,19,19,19
78067,3,0,1,6,3,16,1,3,4
333672,3,18,6,3,18,8,3,14,13
122372,19,19,19,19,19,19,19,19,19
332948,19,19,19,19,19,19,19,19,19
8428,6,0,3,0,6,16,11,18,8
44931,3,0,6,18,8,1,19,19,19
307673,18,6,14,13,3,6,18,8,1
190920,4,16,0,6,16,4,3,6,4
266670,6,17,18,19,19,19,19,19,19
434870,19,19,19,19,19,19,19,19,19
113030,3,18,8,19,19,19,19,19,19
411847,5,18,8,5,18,8,19,19,19
316076,3,18,8,19,19,19,19,19,19
109414,19,19,19,6,14,0,6,3,4
363289,3,18,8,6,18,8,19,19,19
330743,14,3,6,6,18,8,19,19,19
227690,3,6,18,18,8,1,19,19,19
85762,3,18,8,6,14,3,6,14,0
427568,19,19,19,6,16,3,19,19,19
334326,4,5,16,19,19,19,19,19,19
97899,6,3,14,6,3,10,3,6,18
238260,19,19,19,19,19,19,19,19,19
135237,6,11,18,6,9,8,19,19,19
46647,6,9,8,19,19,19,19,19,19
48728,6,9,8,19,19,19,19,19,19
114303,6,14,3,14,6,1,6,14,16
92973,6,18,8,3,6,18,19,19,19
50700,19,19,19,19,19,19,19,19,19
93950,6,11,16,19,19,19,19,19,19
215317,19,19,19,6,0,16,19,19,19
330900,19,19,19,19,19,19,19,19,19
61680,19,19,19,19,19,19,19,19,19
396638,19,19,19,19,19,19,19,19,19
24914,15,2,0,19,19,19,6,0,16
242399,3,0,1,0,1,8,4,6,18
97158,6,3,18,19,19,19,6,18,8
356640,19,19,19,19,19,19,6,18,8
422240,19,19,19,18,11,1,0,6,8
249220,11,16,15,11,6,8,19,19,19
411070,19,19,19,19,19,19,19,19,19
267118,19,19,19,19,19,19,19,19,19
146113,6,14,3,6,7,18,6,18,8
401513,0,17,6,19,19,19,19,19,19
180951,18,8,1,16,4,0,6,16,4
103661,6,18,8,3,18,8,19,19,19
92535,2,5,17,19,19,19,19,19,19
115466,3,18,8,0,4,18,0,1,15
183783,14,3,9,19,19,19,19,19,19
287602,19,19,19,19,19,19,19,19,19
308854,1,3,4,6,1,4,6,1,3
107558,5,6,15,19,19,19,19,19,19
191,6,18,8,6,18,8,3,14,18
358779,18,8,1,19,19,19,19,19,19
153419,0,15,6,19,19,19,19,19,19
226788,0,16,3,6,16,14,3,18,8
200390,6,0,4,18,12,0,18,0,12
284608,6,3,4,6,18,8,19,19,19
360079,19,19,19,19,19,19,19,19,19
350863,19,19,19,14,3,6,19,19,19
67976,0,16,15,12,5,18,19,19,19
302020,19,19,19,19,19,19,19,19,19
253519,19,19,19,19,19,19,19,19,19
139651,14,3,6,3,6,9,6,14,3
172947,19,19,19,0,6,1,19,19,19
259366,6,5,18,19,19,19,5,18,8
48279,19,19,19,3,18,8,19,19,19
121213,19,19,19,3,18,8,19,19,19
193077,19,19,19,19,19,19,19,19,19
32171,11,16,6,18,8,1,3,11,18
257916,18,6,1,13,3,6,6,3,14
59046,19,19,19,6,3,17,6,14,4
144932,6,18,8,15,8,6,6,14,3
357853,19,19,19,19,19,19,19,19,19
352501,14,6,18,14,3,18,6,3,13
88078,16,18,8,19,19,19,19,19,19
336446,19,19,19,6,18,8,19,19,19
202359,3,18,8,3,15,18,3,18,17
444378,18,6,14,18,1,15,19,19,19
234878,2,18,8,2,3,7,2,3,7
362927,19,19,19,19,19,19,19,19,19
393427,19,19,19,19,19,19,19,19,19
394552,19,19,19,19,19,19,19,19,19
94876,18,8,1,18,8,1,0,8,1
289904,6,14,3,14,3,12,3,1,0
297886,19,19,19,19,19,19,1,3,18
67849,9,16,6,6,14,3,6,0,16
280358,0,4,6,6,0,16,6,16,7
282677,18,11,12,18,0,6,19,19,19
32331,3,18,8,6,18,8,6,16,15
328559,18,8,1,19,19,19,19,19,19
62131,16,11,13,16,3,6,6,0,16
39359,16,0,2,19,19,19,0,16,6
10607,19,19,19,3,18,8,3,18,8
333280,6,15,18,3,6,18,15,6,18
245172,5,18,8,19,19,19,19,19,19
195855,19,19,19,19,19,19,19,19,19
355655,16,11,18,19,19,19,19,19,19
102714,1,3,9,19,19,19,19,19,19
233009,19,19,19,19,19,19,18,8,1
238889,6,18,8,19,19,19,19,19,19
67007,0,9,6,0,8,1,9,0,16
325609,18,8,1,18,8,1,18,8,1
397866,5,6,18,19,19,19,19,19,19
154261,19,19,19,0,3,4,0,3,4
323696,0,6,8,11,4,0,12,14,13
53446,6,4,18,3,12,6,14,3,12
74342,5,18,8,9,1,3,19,19,19
46028,3,15,8,3,6,1,6,16,3
115097,19,19,19,19,19,19,19,19,19
130549,18,17,1,18,0,16,18,1,13
359593,19,19,19,16,14,8,19,19,19
38668,18,8,1,19,19,19,3,5,18
63400,19,19,19,19,19,19,6,14,13
302370,6,3,14,3,18,8,19,19,19
277869,6,16,14,19,19,19,19,19,19
444050,19,19,19,19,19,19,19,19,19
79381,6,7,14,19,19,19,19,19,19
302851,2,3,8,19,19,19,19,19,19
141914,6,14,0,6,14,0,6,14,18
323837,18,8,1,19,19,19,19,19,19
356235,19,19,19,6,14,3,19,19,19
302332,3,18,8,19,19,19,3,18,8
341741,19,19,19,19,19,19,19,19,19
16511,19,19,19,6,16,14,14,3,6
288458,3,0,8,3,0,8,3,7,18
203739,3,14,8,3,6,18,19,19,19
243808,3,14,18,3,14,12,6,10,18
189461,9,6,16,9,5,6,6,18,8
332686,6,3,14,6,3,0,0,6,3
116389,6,16,0,19,19,19,4,6,18
196301,11,3,18,18,8,1,18,12,1
171164,3,17,6,19,19,19,19,19,19
43239,14,6,12,12,3,14,3,12,5
357709,18,8,1,16,18,8,19,19,19
343028,3,6,14,16,11,6,19,19,19
309861,6,16,3,6,14,13,6,16,18
10239,6,14,3,19,19,19,3,11,18
175216,6,18,8,6,3,4,19,19,19
68427,6,18,8,19,19,19,19,19,19
410580,0,14,8,19,19,19,19,19,19
207071,19,19,19,6,5,18,19,19,19
23698,2,3,9,3,18,8,3,9,6
224858,13,16,6,16,13,18,19,19,19
44069,19,19,19,19,19,19,19,19,19
303129,19,19,19,16,11,6,19,19,19
251567,3,6,16,3,6,9,18,8,1
102656,19,19,19,19,19,19,19,19,19
109300,2,7,18,2,7,3,2,8,7
193167,19,19,19,19,19,19,19,19,19
5965,0,16,8,0,16,1,6,7,0
262623,19,19,19,19,19,19,19,19,19
48785,6,15,17,19,19,19,19,19,19
118636,0,18,4,0,15,8,0,15,16
78803,3,18,8,3,13,4,6,16,14
171024,19,19,19,19,19,19,19,19,19
17303,19,19,19,19,19,19,19,19,19
19126,6,14,3,6,3,16,19,19,19
166619,2,3,12,2,3,18,2,3,18
409412,19,19,19,19,19,19,19,19,19
45405,0,16,4,18,8,1,19,19,19
78261,6,18,8,3,6,7,19,19,19
311765,19,19,19,16,13,11,19,19,19
184423,2,3,15,19,19,19,19,19,19
112004,18,6,0,18,14,6,18,6,10
7298,19,19,19,19,19,19,0,16,13
116038,0,16,15,19,19,19,18,8,1
217325,18,8,1,3,12,18,3,6,18
237090,2,3,7,2,3,7,2,3,7
120520,6,18,13,0,16,15,6,4,16
257205,18,8,1,19,19,19,19,19,19
446622,3,11,18,3,18,8,11,18,8
50163,19,19,19,19,19,19,16,0,6
46953,3,7,18,6,3,11,19,19,19
353948,19,19,19,16,18,8,19,19,19
399374,0,6,12,13,11,17,19,19,19
271007,6,13,0,19,19,19,19,19,19
42377,19,19,19,19,19,19,19,19,19
321404,11,3,18,18,3,6,15,3,11
390678,0,1,4,0,6,1,19,19,19
401743,3,8,14,6,16,9,19,19,19
390892,19,19,19,19,19,19,19,19,19
29539,6,18,8,19,19,19,19,19,19
227386,19,19,19,19,19,19,19,19,19
267998,6,4,18,6,18,8,6,18,8
100605,6,18,3,6,18,14,18,3,8
268193,5,18,8,19,19,19,6,18,8
13177,19,19,19,0,16,12,16,18,8
397738,19,19,19,19,19,19,19,19,19
100689,19,19,19,19,19,19,19,19,19
114840,19,19,19,19,19,19,19,19,19
434673,0,14,6,6,14,3,19,19,19
167644,9,5,8,19,19,19,19,19,19
199989,19,19,19,19,19,19,19,19,19
437369,19,19,19,6,0,1,6,18,8
177572,19,19,19,19,19,19,19,19,19
96014,19,19,19,4,11,18,6,14,3
343749,19,19,19,18,8,1,3,4,6
327163,19,19,19,5,18,8,19,19,19
155490,18,8,1,19,19,19,0,6,8
9389,19,19,19,0,6,16,6,14,18
199818,6,16,14,16,4,18,0,8,16
278063,6,3,7,6,3,0,6,7,16
127320,5,2,11,5,18,8,5,18,8
448738,18,8,1,19,19,19,19,19,19
296499,19,19,19,19,19,19,19,19,19
107272,8,3,11,19,19,19,19,19,19
146434,1,6,7,6,18,8,3,6,18
298923,19,19,19,19,19,19,19,19,19
391067,6,11,1,18,8,1,3,18,8
257467,3,12,14,3,12,6,6,13,0
431532,19,19,19,19,19,19,19,19,19
143083,6,16,0,3,6,18,16,11,0
64693,2,8,7,2,14,13,19,19,19
50011,6,3,14,6,16,11,6,1,16
236605,8,1,7,19,19,19,19,19,19
417504,19,19,19,19,19,19,19,19,19
195635,6,18,8,19,19,19,19,19,19
316469,8,2,18,2,3,7,2,3,7
121128,6,3,4,1,4,18,3,6,9
37339,19,19,19,19,19,19,19,19,19
298375,19,19,19,19,19,19,19,19,19
327115,19,19,19,19,19,19,19,19,19
68365,19,19,19,19,19,19,19,19,19
9830,19,19,19,6,7,18,0,16,1
284296,3,14,18,3,14,0,6,3,5
90509,19,19,19,0,3,4,19,19,19
71881,6,14,3,6,16,4,6,3,0
235152,19,19,19,19,19,19,19,19,19
60438,19,19,19,19,19,19,19,19,19
45138,6,17,4,6,0,3,16,3,6
84613,6,3,18,19,19,19,6,18,8
146608,0,16,8,16,6,4,0,16,8
379186,3,18,8,19,19,19,19,19,19
44260,6,18,8,18,8,1,19,19,19
283388,19,19,19,19,19,19,19,19,19
382911,5,18,8,19,19,19,19,19,19
38124,5,18,8,5,18,8,19,19,19
73924,2,7,8,2,7,18,19,19,19
36837,0,4,11,19,19,19,19,19,19
55702,19,19,19,19,19,19,19,19,19
303312,3,8,14,19,19,19,6,18,8
149517,19,19,19,19,19,19,3,12,18
359611,0,16,3,0,16,6,6,3,16
242542,6,8,14,19,19,19,0,15,17
173419,9,6,16,9,6,8,19,19,19
56606,0,16,3,11,9,16,19,19,19
104816,19,19,19,19,19,19,19,19,19
381020,19,19,19,4,6,18,19,19,19
214075,6,3,14,0,16,6,6,14,3
424331,19,19,19,6,18,8,19,19,19
86792,0,16,8,16,0,6,6,3,12
322923,3,6,14,19,19,19,19,19,19
435603,19,19,19,19,19,19,19,19,19
28324,6,1,0,6,0,16,0,6,11
229517,19,19,19,19,19,19,19,19,19
188765,3,6,9,6,18,8,6,3,14
9697,7,16,11,2,3,6,0,16,15
290089,19,19,19,6,18,8,3,1,0
194875,16,4,6,15,13,3,16,15,1
322573,19,19,19,19,19,19,11,18,8
224944,18,8,1,19,19,19,18,8,1
35964,16,13,11,18,8,1,19,19,19
149393,19,19,19,19,19,19,19,19,19
393510,19,19,19,19,19,19,19,19,19
304369,6,16,13,4,6,16,6,1,0
50357,9,6,0,19,19,19,19,19,19
186729,2,9,3,6,18,8,19,19,19
67880,6,14,3,15,6,14,6,14,3
67180,3,14,18,3,16,0,3,18,8
322209,18,8,1,6,14,4,6,18,8
240171,3,6,10,6,3,4,19,19,19
239205,19,19,19,19,19,19,19,19,19
413927,2,1,7,19,19,19,19,19,19
359866,6,18,8,19,19,19,19,19,19
273928,19,19,19,19,19,19,19,19,19
67074,3,6,15,6,1,15,19,19,19
389486,19,19,19,19,19,19,19,19,19
278676,14,3,12,19,19,19,19,19,19
383265,18,0,1,18,8,1,18,8,1
95555,6,0,1,6,0,1,19,19,19
143519,12,11,18,18,8,1,5,18,8
277368,3,14,9,3,6,14,3,0,16
85978,19,19,19,19,19,19,19,19,19
258922,18,8,1,19,19,19,19,19,19
132418,19,19,19,19,19,19,19,19,19
255151,19,19,19,19,19,19,6,18,8
78446,18,8,1,14,6,18,3,6,18
55305,6,3,14,6,16,0,0,14,6
231543,19,19,19,19,19,19,19,19,19
86203,19,19,19,19,19,19,19,19,19
448674,19,19,19,16,0,6,0,6,16
293444,5,18,8,19,19,19,19,19,19
334066,19,19,19,14,6,18,19,19,19
94623,6,3,14,5,6,8,19,19,19
116901,6,0,14,0,6,14,19,19,19
277225,2,3,18,19,19,19,19,19,19
306908,19,19,19,19,19,19,19,19,19
43778,6,3,9,19,19,19,19,19,19
249672,19,19,19,19,19,19,19,19,19
9284,3,7,0,14,10,6,3,6,18
387025,19,19,19,19,19,19,19,19,19
420590,19,19,19,9,3,5,19,19,19
245192,5,18,8,19,19,19,19,19,19
172111,6,14,9,19,19,19,6,9,14
330097,19,19,19,6,14,4,6,8,3
206302,6,11,14,0,6,9,19,19,19
25354,3,6,1,6,14,3,0,3,4
327275,19,19,19,19,19,19,19,19,19
286836,3,14,6,3,18,8,3,4,18
280409,19,19,19,3,18,8,6,3,0
37937,6,15,8,19,19,19,19,19,19
428324,19,19,19,3,8,1,3,14,13
43043,6,11,4,3,8,1,6,1,14
320467,19,19,19,15,3,11,13,4,6
215006,6,13,18,6,16,13,19,19,19
396958,19,19,19,6,16,14,19,19,19
63710,14,3,12,19,19,19,3,18,8
55920,18,3,8,19,19,19,19,19,19
127167,6,16,3,6,16,15,11,0,15
28426,3,6,14,19,19,19,0,1,14
9398,3,0,16,3,0,7,3,1,6
203335,0,16,4,6,9,3,19,19,19
50189,9,12,8,3,9,14,3,9,1
362056,19,19,19,19,19,19,6,14,0
41535,3,0,14,0,6,3,3,9,11
284348,6,0,8,18,8,1,18,8,1
